"NAME_OF_BOOK"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"Genesis"|"042"|"037"|"And Reuben spoke to his father, saying, Slay my two sons, if I bring him not to thee: deliver him into my hand, and I will bring him to thee again."
"Genesis"|"042"|"038"|"And he said, My son shall not go down with you; for his brother is dead, and he is left alone: if mischief shall befall him by the way in which ye go, then will ye bring down my gray hairs with sorrow to the grave."
"Genesis"|"043"|"001"|"And it came to pass, when they had consumed the corn which they had brought from Egypt, their father said to them, Go again, buy us a little food."
"Genesis"|"043"|"002"|"And Judah spoke to him, saying, The man did solemnly protest to us, saying, Ye shall not see my face, except your brother be with you."
"Genesis"|"043"|"003"|"If thou wilt send our brother with us, we will go down and buy thee food:"
"Genesis"|"043"|"004"|"But if thou wilt not send him, we will not go down, for the man said to us, Ye shall not see my face, except your brother be with you."
"Genesis"|"043"|"005"|"And Israel said, Why dealt ye so ill with me, as to tell the man whether ye had yet a brother?"
"Genesis"|"043"|"006"|"And they said, The man asked us strictly concerning our state, and our kindred, saying, Is your father yet alive? have ye another brother? and we told him according to the tenor of these words: Could we certainly know that he would say, Bring your brother down?"
"Genesis"|"043"|"007"|"And Judah said to Israel, his father, Send the lad with me, and we will arise and go; that we may live, and not die, both we, and thou, and also our little ones."
"Genesis"|"043"|"008"|"I will be surety for him; of my hand shalt thou require him: if I bring him not to thee, and set him before thee, then let me bear the blame for ever:"
"Genesis"|"043"|"009"|"For except we had delayed, surely now we had returned this second time."
"Genesis"|"043"|"010"|"And their father Israel said to them, If it must be so now, do this; take of the best fruits in the land in your vessels, and carry to the man a present, a little balm, and a little honey, spices, and myrrh, nuts, and almonds:"
"Genesis"|"043"|"011"|"And take double money in your hand; and the money that was returned in the mouth of your sacks, carry it again in your hand; it may be it was an oversight:"
"Genesis"|"043"|"012"|"Take also your brother, and arise, go again to the man:"
"Genesis"|"043"|"013"|"And God Almighty give you mercy before the man, that he may send away your other brother, and Benjamin: If I be bereaved, I am bereaved."
"Genesis"|"043"|"014"|"And the men took that present, and they took double money in their hand, and Benjamin; and arose, and went down to Egypt, and stood before Joseph."
"Genesis"|"043"|"015"|"And when Joseph saw Benjamin with them, he said to the ruler of his house, Bring these men home, and slay, and make ready: for these men shall dine with me at noon."
"Genesis"|"043"|"016"|"And the man did as Joseph commanded: and the man brought the men into Joseph's house."
"Genesis"|"043"|"017"|"And the men were afraid, because they were brought into Joseph's house; and they said, Because of the money that was returned in our sacks at the first time, are we brought in; that he may seek occasion against us, and fall upon us, and take us for bond-men, and our asses."
"Genesis"|"043"|"018"|"And they came near to the steward of Joseph's house, and they communed with him at the door of the house,"
"Genesis"|"043"|"019"|"And said, O sir, we came down indeed at the first time to buy food:"
"Genesis"|"043"|"020"|"And it came to pass, when we came to the inn, that we opened our sacks, and behold, every man's money was in the mouth of his sack, our money in full weight: and we have brought it again in our hand."
"Genesis"|"043"|"021"|"And other money have we brought down in our hands to buy food: we cannot tell who put our money in our sacks."
"Genesis"|"043"|"022"|"And he said, Peace be to you, fear not: your God, and the God of your father, hath given you treasure in your sacks: I had your money. And he brought Simeon out to them."
"Genesis"|"043"|"023"|"And the man brought the men into Joseph's house, and gave them water, and they washed their feet; and he gave their asses provender."
"Genesis"|"043"|"024"|"And they made ready the present against Joseph should come at noon: for they heard that they should eat bread there."
"Genesis"|"043"|"025"|"And when Joseph came home, they brought him the present which was in their hand into the house, and bowed themselves to him to the earth."
"Genesis"|"043"|"026"|"And he asked them of their welfare, and said, Is your father well, the old man of whom ye spoke? Is he yet alive?"
"Genesis"|"043"|"027"|"And they answered, Thy servant, our father, is in good health, he is yet alive: and they bowed their heads and made obeisance."
"Genesis"|"043"|"028"|"And he lifted up his eyes, and saw his brother Benjamin, his mother's son, and said, Is this your younger brother, of whom ye spoke to me? And he said, God be gracious to thee, my son."
"Genesis"|"043"|"029"|"And Joseph made haste; for his bowels yearned towards his brother: and he sought where to weep; and he entered into his chamber, and wept there."
"Genesis"|"043"|"030"|"And he washed his face, and went out, and refrained himself, and said, Set on bread."
"Genesis"|"043"|"031"|"And they set on for him by himself, and for them by themselves, and for the Egyptians who ate with him, by themselves; because the Egyptians might not eat bread with the Hebrews; for that is an abomination to the Egyptians."
"Genesis"|"043"|"032"|"And they sat before him, the first-born according to his birth-right, and the youngest according to his youth: and the men wondered one at another."
"Genesis"|"043"|"033"|"And he took and sent messes to them from before him: but Benjamin's mess was five times so much as any of theirs. And they drank, and were merry with him."
"Genesis"|"044"|"001"|"And he commanded the steward of his house, saying, Fill the men's sacks with food, as much as they can carry, and put every man's money in his sack's mouth."
"Genesis"|"044"|"002"|"And put my cup, the silver cup, in the sack's mouth of the youngest, and his corn money: and he did according to the word that Joseph had spoken."
"Genesis"|"044"|"003"|"As soon as the morning was light, the men were sent away, they, and their asses."
"Genesis"|"044"|"004"|"And when they had gone out of the city, and were not yet far off, Joseph said to his steward, Arise, follow after the men; and when thou dost overtake them, say to them, Why have ye rewarded evil for good?"
"Genesis"|"044"|"005"|"Is not this the cup in which my lord drinketh, and by which indeed he divineth? ye have done evil in so doing."
"Genesis"|"044"|"006"|"And he overtook them, and he spoke to them these same words."
"Genesis"|"044"|"007"|"And they said to him, Why saith my lord these words? Far be it from us that thy servants should do according to this thing:"
"Genesis"|"044"|"008"|"Behold, the money which we found in our sacks' mouths, we brought again to thee from the land of Canaan: how then should we steal from thy lord's house silver or gold?"
"Genesis"|"044"|"009"|"With whom soever of thy servants it shall be found, both let him die, and we also will be my lord's bond-men."
"Genesis"|"044"|"010"|"And he said, Now also let it be according to your words: he with whom it shall be found, shall be my servant; and ye shall be blameless."
"Genesis"|"044"|"011"|"Then they speedily took down every man his sack to the ground, and opened every man his sack."
"Genesis"|"044"|"012"|"And he searched, and began at the eldest, and left at the youngest: and the cup was found in Benjamin's sack."
"Genesis"|"044"|"013"|"Then they rent their clothes, and loaded every man his ass, and returned to the city."
"Genesis"|"044"|"014"|"And Judah and his brethren came to Joseph's house, (for he was yet there:) and they fell before him on the ground."
"Genesis"|"044"|"015"|"And Joseph said to them, What deed is this that ye have done? knew ye not that such a man as I can certainly divine?"
"Genesis"|"044"|"016"|"And Judah said, What shall we say to my lord? what shall we speak? or how shall we clear ourselves? God hath found out the iniquity of thy servants: behold we are my lord's servants, both we, and he also with whom the cup is found."
"Genesis"|"044"|"017"|"And he said, Far be it from me that I should do so: the man in whose hand the cup is found, he shall be my servant; and as for you, go in peace to your father."
"Genesis"|"044"|"018"|"Then Judah came near to him, and said, Oh my lord, let thy servant, I pray thee, speak a word in my lord's ears, and let not thy anger burn against thy servant; for thou art even as Pharaoh."
"Genesis"|"044"|"019"|"My lord asked his servants, saying, Have ye a father, or a brother?"
"Genesis"|"044"|"020"|"And we said to my lord, We have a father, an old man, and a child of his old age, a little one: and his brother is dead, and he alone is left of his mother, and his father loveth him."
"Genesis"|"044"|"021"|"And thou saidst to thy servants, Bring him down to me, that I may set my eyes upon him."
"Genesis"|"044"|"022"|"And we said to my lord, The lad cannot leave his father; for if he should leave his father, his father would die."
"Genesis"|"044"|"023"|"And thou saidst to thy servants, Except your youngest brother shall come down with you, ye shall see my face no more."
"Genesis"|"044"|"024"|"And it came to pass, when we came to thy servant, my father, we told him the words of my lord."
"Genesis"|"044"|"025"|"And our father said, Go again; buy us a little food."
"Genesis"|"044"|"026"|"And we said, We cannot go down: if our youngest brother shall be with us, then will we go down; for we may not see the man's face, except our youngest brother shall be with us."
